Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4J3X8R2A333M125AE-ND","CGA4J3X8R2A333M125AE","TDK Corporation","TDK Corporation","CAP CER 0.033UF 100V X8R 0805","0","0.09504","0","2000","Tape & Reel (TR)","CGA","Not For New Designs","0.033 µF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B3X8R1E223M050BE-ND","CGA2B3X8R1E223M050BE","TDK Corporation","TDK Corporation","CAP CER 0.022UF 25V X8R 0402","0","0.04389","0","10000","Tape & Reel (TR)","CGA","Active","0.022 µF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1H223M080AE-ND","CGA3E2X8R1H223M080AE","TDK Corporation","TDK Corporation","CAP CER 0.022UF 50V X8R 0603","0","0.0484","0","4000","Tape & Reel (TR)","CGA","Active","0.022 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E3X8R2A223M080AE-ND","CGA3E3X8R2A223M080AE","TDK Corporation","TDK Corporation","CAP CER 0.022UF 100V X8R 0603","0","0.06716","0","4000","Tape & Reel (TR)","CGA","Active","0.022 µF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0805-(2012-Metric).jpg","CGA4J2X8R2A223M125AE-ND","CGA4J2X8R2A223M125AE","TDK Corporation","TDK Corporation","CAP CER 0.022UF 100V X8R 0805","0","0.0792","0","2000","Tape & Reel (TR)","CGA","Active","0.022 µF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0805 (2012 Metric)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-","0.059"" (1.50mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B3X8R1E153M050BE-ND","CGA2B3X8R1E153M050BE","TDK Corporation","TDK Corporation","CAP CER 0.015UF 25V X8R 0402","0","0.04389","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","0.015 µF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1H153M080AE-ND","CGA3E2X8R1H153M080AE","TDK Corporation","TDK Corporation","CAP CER 0.015UF 50V X8R 0603","0","0.0484","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","0.015 µF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R2A153M080AE-ND","CGA3E2X8R2A153M080AE","TDK Corporation","TDK Corporation","CAP CER 0.015UF 100V X8R 0603","0","0.05698","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","0.015 µF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1E103M050BE-ND","CGA2B2X8R1E103M050BE","TDK Corporation","TDK Corporation","CAP CER 10000PF 25V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Active","10000 pF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1H103M080AE-ND","CGA3E2X8R1H103M080AE","TDK Corporation","TDK Corporation","CAP CER 10000PF 50V X8R 0603","0","0.0429","0","4000","Tape & Reel (TR)","CGA","Active","10000 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B3X8R1H103M050BE-ND","CGA2B3X8R1H103M050BE","TDK Corporation","TDK Corporation","CAP CER 10000PF 50V X8R 0402","0","0.04389","0","10000","Tape & Reel (TR)","CGA","Active","10000 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R2A103M080AE-ND","CGA3E2X8R2A103M080AE","TDK Corporation","TDK Corporation","CAP CER 10000PF 100V X8R 0603","0","0.0528","0","4000","Tape & Reel (TR)","CGA","Active","10000 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1E682M050BE-ND","CGA2B2X8R1E682M050BE","TDK Corporation","TDK Corporation","CAP CER 6800PF 25V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","6800 pF","±20%","25V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1H682M080AE-ND","CGA3E2X8R1H682M080AE","TDK Corporation","TDK Corporation","CAP CER 6800PF 50V X8R 0603","0","0.0429","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","6800 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B3X8R1H682M050BE-ND","CGA2B3X8R1H682M050BE","TDK Corporation","TDK Corporation","CAP CER 6800PF 50V X8R 0402","0","0.04389","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","6800 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R2A682M080AE-ND","CGA3E2X8R2A682M080AE","TDK Corporation","TDK Corporation","CAP CER 6800PF 100V X8R 0603","0","0.0528","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","6800 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1H472M080AE-ND","CGA3E2X8R1H472M080AE","TDK Corporation","TDK Corporation","CAP CER 4700PF 50V X8R 0603","0","0.0429","0","4000","Tape & Reel (TR)","CGA","Active","4700 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H472M050BE-ND","CGA2B2X8R1H472M050BE","TDK Corporation","TDK Corporation","CAP CER 4700PF 50V X8R 0402","0","0.04389","0","10000","Tape & Reel (TR)","CGA","Active","4700 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R2A472M080AE-ND","CGA3E2X8R2A472M080AE","TDK Corporation","TDK Corporation","CAP CER 4700PF 100V X8R 0603","0","0.0528","0","4000","Tape & Reel (TR)","CGA","Active","4700 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1H332M080AE-ND","CGA3E2X8R1H332M080AE","TDK Corporation","TDK Corporation","CAP CER 3300PF 50V X8R 0603","0","0.0429","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","3300 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H332M050BE-ND","CGA2B2X8R1H332M050BE","TDK Corporation","TDK Corporation","CAP CER 3300PF 50V X8R 0402","0","0.04389","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","3300 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R2A332M080AE-ND","CGA3E2X8R2A332M080AE","TDK Corporation","TDK Corporation","CAP CER 3300PF 100V X8R 0603","0","0.0528","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","3300 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B3X8R2A332M050BE-ND","CGA2B3X8R2A332M050BE","TDK Corporation","TDK Corporation","CAP CER 3300PF 100V X8R 0402","0","0.06353","0","10000","Tape & Reel (TR)","CGA","Active","3300 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1H222M080AE-ND","CGA3E2X8R1H222M080AE","TDK Corporation","TDK Corporation","CAP CER 2200PF 50V X8R 0603","0","0.0396","0","4000","Tape & Reel (TR)","CGA","Active","2200 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H222M050BE-ND","CGA2B2X8R1H222M050BE","TDK Corporation","TDK Corporation","CAP CER 2200PF 50V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Active","2200 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R2A222M080AE-ND","CGA3E2X8R2A222M080AE","TDK Corporation","TDK Corporation","CAP CER 2200PF 100V X8R 0603","0","0.0484","0","4000","Tape & Reel (TR)","CGA","Active","2200 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A222M050BE-ND","CGA2B2X8R2A222M050BE","TDK Corporation","TDK Corporation","CAP CER 2200PF 100V X8R 0402","0","0.06353","0","10000","Tape & Reel (TR)","CGA","Active","2200 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H152M050BE-ND","CGA2B2X8R1H152M050BE","TDK Corporation","TDK Corporation","CAP CER 1500PF 50V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","1500 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1H152M080AE-ND","CGA3E2X8R1H152M080AE","TDK Corporation","TDK Corporation","CAP CER 1500PF 50V X8R 0603","0","0.0429","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","1500 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R2A152M080AE-ND","CGA3E2X8R2A152M080AE","TDK Corporation","TDK Corporation","CAP CER 1500PF 100V X8R 0603","0","0.0484","0","4000","Tape & Reel (TR)","CGA","Not For New Designs","1500 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A152M050BE-ND","CGA2B2X8R2A152M050BE","TDK Corporation","TDK Corporation","CAP CER 1500PF 100V X8R 0402","0","0.06353","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","1500 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R1H102M080AE-ND","CGA3E2X8R1H102M080AE","TDK Corporation","TDK Corporation","CAP CER 1000PF 50V X8R 0603","0","0.0396","0","4000","Tape & Reel (TR)","CGA","Active","1000 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H102M050BE-ND","CGA2B2X8R1H102M050BE","TDK Corporation","TDK Corporation","CAP CER 1000PF 50V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Active","1000 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0603-(1608-Metric).jpg","CGA3E2X8R2A102M080AE-ND","CGA3E2X8R2A102M080AE","TDK Corporation","TDK Corporation","CAP CER 1000PF 100V X8R 0603","0","0.0484","0","4000","Tape & Reel (TR)","CGA","Active","1000 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.037"" (0.95mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A102M050BE-ND","CGA2B2X8R2A102M050BE","TDK Corporation","TDK Corporation","CAP CER 1000PF 100V X8R 0402","0","0.06353","0","10000","Tape & Reel (TR)","CGA","Active","1000 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H681M050BE-ND","CGA2B2X8R1H681M050BE","TDK Corporation","TDK Corporation","CAP CER 680PF 50V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","680 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A681M050BE-ND","CGA2B2X8R2A681M050BE","TDK Corporation","TDK Corporation","CAP CER 680PF 100V X8R 0402","0","0.05016","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","680 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H471M050BE-ND","CGA2B2X8R1H471M050BE","TDK Corporation","TDK Corporation","CAP CER 470PF 50V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Active","470 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A471M050BE-ND","CGA2B2X8R2A471M050BE","TDK Corporation","TDK Corporation","CAP CER 470PF 100V X8R 0402","0","0.05016","0","10000","Tape & Reel (TR)","CGA","Active","470 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H331M050BE-ND","CGA2B2X8R1H331M050BE","TDK Corporation","TDK Corporation","CAP CER 330PF 50V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","330 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A331M050BE-ND","CGA2B2X8R2A331M050BE","TDK Corporation","TDK Corporation","CAP CER 330PF 100V X8R 0402","0","0.05016","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","330 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H221M050BE-ND","CGA2B2X8R1H221M050BE","TDK Corporation","TDK Corporation","CAP CER 220PF 50V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Active","220 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A221M050BE-ND","CGA2B2X8R2A221M050BE","TDK Corporation","TDK Corporation","CAP CER 220PF 100V X8R 0402","0","0.05016","0","10000","Tape & Reel (TR)","CGA","Active","220 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R1H151M050BE-ND","CGA2B2X8R1H151M050BE","TDK Corporation","TDK Corporation","CAP CER 150PF 50V X8R 0402","0","0.03971","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","150 pF","±20%","50V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
"-","//media.digikey.com/Renders/TDK%20Renders/CGA-Series-0402-(1005-Metric).jpg","CGA2B2X8R2A151M050BE-ND","CGA2B2X8R2A151M050BE","TDK Corporation","TDK Corporation","CAP CER 150PF 100V X8R 0402","0","0.05016","0","10000","Tape & Reel (TR)","CGA","Not For New Designs","150 pF","±20%","100V","X8R","-55°C ~ 150°C","Soft Termination","AEC-Q200","Automotive, Boardflex Sensitive","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.024"" (0.60mm)","-","-"
